OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,C_METHOD,OBJECTIVE,GIS_ACRES,COMMENTS,COMPLEX_NAME,IRWINID,FIRE_NUM,COMPLEX_ID,DECADES,Shape__Area,Shape__Length
1,2023,CA,CDF,SKU,WHITWORTH,4808,2023/06/17 00:00:00+00,2023/06/17 00:00:00+00,5,1,1,5.729125,,,{7985848C-0AC2-4BA4-8F0E-29F778652E61},,,2020,41407.83984,1247.166034
2,2023,CA,LRA,BTU,KAISER,10225,2023/06/02 00:00:00+00,2023/06/02 00:00:00+00,5,1,1,13.60238,,,{43EBCC88-B3AC-48EB-8EF5-417FE0939CCF},,,2020,93455.87891,1285.51455
3,2023,CA,CDF,AEU,JACKSON,17640,2023/07/01 00:00:00+00,2023/07/02 00:00:00+00,2,1,1,27.81446,,,{B64E1355-BF1D-441A-95D0-BC1FBB93483B},,,2020,183028.5,2697.587429
4,2023,CA,CDF,AEU,CARBON,18821,2023/07/11 00:00:00+00,2023/07/11 00:00:00+00,9,1,1,58.76023,,,{CB41DB0A-E4B1-489D-A4EA-738F2CD6DB3B},,,2020,388221.9531,2548.738779
5,2023,CA,CDF,AEU,LIBERTY,18876,2023/07/11 00:00:00+00,2023/07/12 00:00:00+00,14,1,1,70.979,,,{F83F70A4-07A7-40B8-BD51-10CCC1C30D63},,,2020,466456.0078,5106.936526
6,2023,CA,CDF,AEU,CLAY,16263,2023/06/18 00:00:00+00,2023/06/18 00:00:00+00,14,1,1,28.63791,,,{428149C3-A93B-4B17-A22B-60D73AC7D4D2},,,2020,188516.9844,1941.509834
7,2023,CA,CDF,BEU,PAICINES,4105,2023/07/13 00:00:00+00,2023/07/13 00:00:00+00,10,1,1,13.59313,,,{D8809C1A-6991-4432-B9FA-DA4F3D78AB49},,,2020,85835.91797,1776.43876
8,2023,CA,CDF,BEU,VINEYARD,4022,2023/07/09 00:00:00+00,2023/07/10 00:00:00+00,14,1,1,391.3749,,,{FF1BDD2B-496B-4193-B641-37802DA7E8A7},,,2020,2412533.555,10733.81231
9,2023,CA,CDF,BEU,SLACKS,4156,2023/07/15 00:00:00+00,2023/07/17 00:00:00+00,10,1,1,40.41796,,,{8C3A9ADB-EB11-4000-B21A-6261BD8A74D4},,,2020,249660.2734,2407.166957
10,2023,CA,CDF,BEU,IDRIA,4234,2023/07/19 00:00:00+00,2023/07/19 00:00:00+00,14,2,1,296.6445,,,{4D7CCAEE-1845-4A23-A09B-D33BEB748EEE},,,2020,1860464.301,10225.77424
11,2023,CA,CDF,SHU,WONDER,8060,2023/07/24 00:00:00+00,2023/07/28 00:00:00+00,6,1,1,161.8137,,,{EE0AD4B3-4F0A-4F46-93A8-6FC930B7DF69},,,2020,1141858.59,7184.885556
12,2023,CA,CDF,SHU,PINE,6202,2023/06/15 00:00:00+00,2023/06/15 00:00:00+00,2,1,1,11.91801,,,{5713E1F7-ABE7-4DEA-B04D-1EF87247B468},,,2020,83320.98438,1388.850907
13,2023,CA,CDF,SHU,OLIVE,8264,2023/07/29 00:00:00+00,2023/07/29 00:00:00+00,2,1,1,20.67,,,{7607B6CD-C0B3-40F8-BB68-2CEED3B441AB},,,2020,143460.0078,2544.541868
14,2023,CA,CDF,BTU,TURKEY,14148,2023/07/26 00:00:00+00,2023/07/31 00:00:00+00,7,1,1,52.17383,,,{203888E8-5D22-4C40-9349-825708637CDC},,,2020,354598.3047,3866.55622
15,2023,CA,LRA,BTU,VIRGINIA,11549,2023/06/21 00:00:00+00,2023/06/21 00:00:00+00,4,1,1,10.07201,,,{2381B3FE-68C0-4664-AA2A-CF830D6833B5},,,2020,68524.96875,1209.305534
16,2023,CA,CDF,RRU,RABBIT,102458,2023/07/14 00:00:00+00,2023/07/23 00:00:00+00,10,1,1,8354.776, ,,{04F24B12-E13F-4C7E-80AF-C8AA1A4C8FAB},,,2020,49193097.95,47639.74371
17,2023,CA,CDF,RRU,HIGHLAND,102435,2023/07/14 00:00:00+00,2023/07/23 00:00:00+00,14,1,1,104.0207, ,,{CDD1E559-3BBE-4680-A933-9694DD48BEA4},,,2020,612635.0234,3915.572572
18,2023,CA,CDF,RRU,RECHE,102379,2023/07/14 00:00:00+00,2023/07/23 00:00:00+00,7,2,1,435.684, ,,,,,2020,2570257.996,8565.275166
19,2023,CA,CDF,RRU,GAVILAN,103039,2023/07/15 00:00:00+00,2023/07/23 00:00:00+00,14,2,1,334.5828, ,,{2EB6C428-B6F4-486F-9CA3-492F45EFBB30},,,2020,1966205.473,7959.666575
20,2023,CA,LRA,RRU,RAMONA,74508,2023/05/22 00:00:00+00,2023/05/26 00:00:00+00,2,1,1,337.9316, ,,{92634986-F462-4277-ACAE-0062553E530D},,,2020,1986003.473,7664.101118
21,2023,CA,LRA,BTU,CEMETERY,15186,2023/08/09 00:00:00+00,2023/08/09 00:00:00+00,14,1,1,74.10231,,,{768B16BB-3B0F-450E-B61B-8263D9B3751F},,,2020,502589.3828,3982.267221
22,2023,CA,CDF,MEU,10-Jan,9853,2023/08/15 00:00:00+00,2023/08/18 00:00:00+00,1,1,1,56.87772,,,{8EF2DA82-93EE-401C-BD4E-6E380CC7F09E},,,2020,392924.7188,3555.765061
23,2023,CA,LRA,BTU,CANA,17710,2023/09/16 00:00:00+00,2023/09/16 00:00:00+00,11,1,1,19.28816,,,{E5A728D8-40AF-47FA-8965-293D0877A8CE},,,2020,132527.5547,1574.848976
24,2023,CA,CDF,AEU,MISTY,28286,2023/10/14 00:00:00+00,2023/10/14 00:00:00+00,2,1,1,11.7,,,{C0A92C79-B606-4FE6-B750-5C29B3D408C4},,,2020,77082.01563,1326.148407
25,2023,CA,CDF,RRU,HIGHLAND,160976,2023/10/30 00:00:00+00,2023/11/08 00:00:00+00,9,7,1,2487,Auto-generated by EGP-IRWIN,,{A81913DF-822A-4ADB-A61F-A3B07B21FFB4},,,2020,14121208.05,47327.11258
26,2023,CA,CDF,AEU,PLYMOUTH,30204,2023/11/02 00:00:00+00,2023/11/02 00:00:00+00,5,1,1,11.1,,,{7A1560D1-88C1-4935-B99B-81AEDE5C298E},,,2020,71774.98047,1248.542782
27,2023,CA,CDF,BTU,WALL,21557,2023/11/12 00:00:00+00,2023/11/12 00:00:00+00,7,1,1,11.12262,,,{B66D7631-2871-4981-BBCA-19A8C62F27FF},,,2020,75606.78906,1183.889293
28,2023,CA,CCO,KRN,HOSTLY,23-19678,2023/05/01 00:00:00+00,2023/05/01 00:00:00+00,11,1,1,83.71268,,,{A792B00B-F8C7-49A6-AF59-9A4CF38266D7},,,2020,512475.9492,3523.409965
29,2023,CA,CCO,KRN,ADOBE,23-20044,2023/05/03 00:00:00+00,2023/05/03 00:00:00+00,14,1,1,5.948729,,,,,,2020,36450.41797,1312.571076
30,2023,CA,CCO,KRN,LAZY,23-21128,2023/05/10 00:00:00+00,2023/05/10 00:00:00+00,14,1,1,3.267727,,,,,,2020,19948.78906,742.6678965
31,2023,CA,CCO,KRN,BITTER,23-21544,2023/05/12 00:00:00+00,2023/05/12 00:00:00+00,14,1,1,225.6406,,,{DA4CBDE1-2343-4C1C-9510-8D2DE169B7CD},,,2020,1383222.348,5326.455438
32,2023,CA,CCO,KRN,LAVENDER ,23-21875,2023/05/14 00:00:00+00,2023/05/14 00:00:00+00,2,1,1,14.74279,,,{9C62D925-2E90-4E1D-894C-D9B42BDE3374},,,2020,90465.5625,1800.283397
33,2023,CA,LRA,KRN,POND,23-22631,2023/05/18 00:00:00+00,2023/05/18 00:00:00+00,14,7,1,6.763345,,,,,,2020,44627.17578,1060.998371
34,2023,CA,CCO,KRN,ELK,23-23270,2023/05/21 00:00:00+00,2023/05/21 00:00:00+00,14,1,1,9.687215,,,{42200379-0E06-45C6-9088-08A4A864A1C3},,,2020,58624.11328,1374.362261
35,2023,CA,CCO,KRN,TOLL,23-23490,2023/05/22 00:00:00+00,2023/05/22 00:00:00+00,14,1,1,6.860587,,,{AD33BA43-3D1A-4058-ABDB-190663094691},,,2020,41750.76172,1105.910521
36,2023,CA,CCO,KRN,POINT,23-25671,2023/06/04 00:00:00+00,2023/06/04 00:00:00+00,2,1,1,4.915308,,,{15B30FD7-E1B9-43FE-9AEA-47971297B610},,,2020,29805.71094,907.3030071
37,2023,CA,CCO,KRN,PENTLAND,23-25892,2023/06/05 00:00:00+00,2023/06/06 00:00:00+00,14,1,1,83.47556,,,{E7F412BC-CF01-4554-ABA6-CEF885F1C103},,,2020,504927.5117,4146.015979
38,2023,CA,CCO,KRN,LITTLE,23-26311,2023/06/08 00:00:00+00,2023/06/08 00:00:00+00,5,1,1,59.26785,,,{714280F7-556F-4D9C-87E5-DA30D20A82D1},,,2020,363380.9922,3161.213855
39,2023,CA,CCO,KRN,ELK,23-27131,2023/06/13 00:00:00+00,2023/06/13 00:00:00+00,11,1,1,5.666053,,,{0960091D-3CA7-4DBF-B15D-2F26832188F7},,,2020,34513.80078,1180.0278
40,2023,CA,CCO,KRN,TANK,23-28282,2023/06/20 00:00:00+00,2023/06/21 00:00:00+00,14,1,1,5.777378,,,{661E2ADE-9A60-4743-9FFF-52EFB2E700FB},,,2020,35535.09375,1446.944898
41,2023,CA,CCO,KRN,FAMOSO,23-28727,2023/06/23 00:00:00+00,2023/06/23 00:00:00+00,14,1,1,6.419109,,,,,,2020,39402.58203,773.8450447
42,2023,CA,CCO,KRN,LAST,23-28896,2023/06/24 00:00:00+00,2023/06/24 00:00:00+00,14,1,1,3.334712,,,{A2E2ED4D-ED33-4AEF-9532-40647417D2AC},,,2020,20361.14453,646.5848976
43,2023,CA,CCO,KRN,POST,23-29421,2023/06/27 00:00:00+00,2023/06/27 00:00:00+00,14,1,1,5.966745,,,{946A8CB2-4F4E-4BB2-B2DE-E8AB99431480},,,2020,36596.77734,1362.921932
44,2023,CA,CCO,KRN,WATER,23-29476,2023/06/27 00:00:00+00,2023/06/27 00:00:00+00,14,1,1,7.961721,,,{7AB6162A-8A5E-4CB1-B31F-294D0FE55022},,,2020,48856.96875,1201.877918
45,2023,CA,CCO,KRN,CHAMPAGNE,23-29961,2023/06/30 00:00:00+00,2023/06/30 00:00:00+00,11,1,1,107.8487,,,{87717210-BEED-4214-945C-3339EA5B6A47},,,2020,651052.4961,4648.685372
46,2023,CA,CCO,KRN,TRUCK,23-30046,2023/06/30 00:00:00+00,2023/07/01 00:00:00+00,14,1,1,17.15697,,,{E3765817-840C-4B2C-820D-03A62C5BC5D8},,,2020,103697.0508,2221.221103
47,2023,CA,CCO,KRN,ROUND,23-30473,2023/07/03 00:00:00+00,2023/07/03 00:00:00+00,14,1,1,536.0197,,,{B4242042-2EFE-435F-A36A-6B59D7A2024A},,,2020,3290774.258,11616.36524
48,2023,CA,CCO,KRN,CANYON,23-30325,2023/07/02 00:00:00+00,2023/07/03 00:00:00+00,14,1,1,9.05986,,,{04116A59-A1EF-4D62-8C07-D5F7484601C3},,,2020,54912.94531,1875.048162
49,2023,CA,CCO,KRN,SOUTH 2,23-30565,2023/07/03 00:00:00+00,2023/07/03 00:00:00+00,14,1,1,9.613276,,,{EA3AF6CE-6390-462E-9905-5C95DAD0CB17},,,2020,67641.21484,1438.102788
50,2023,CA,CCO,KRN,TREE,23-30723,2023/07/04 00:00:00+00,2023/07/04 00:00:00+00,14,1,1,6.170191,,,{952FD679-0E1D-405D-B289-62F5AE6675B8},,,2020,37428.29297,1100.114064
51,2023,CA,CCO,KRN,BAKER,23-32167,2023/07/11 00:00:00+00,2023/07/11 00:00:00+00,14,1,1,3.72376,,,{C6901541-B7ED-428F-B109-75066492826A},,,2020,22675.67188,1174.858487
52,2023,CA,CCO,KRN,MID,23-32474,2023/07/13 00:00:00+00,2023/07/13 00:00:00+00,14,1,1,4.990486,,,{EC3D71E4-55C4-4566-B195-F402B582523B},,,2020,30309.01172,777.1840711
53,2023,CA,CCO,KRN,DISTRICT,23-31430,2023/07/07 00:00:00+00,2023/07/12 00:00:00+00,14,2,1,1043.665,,,{EA00B1B4-5871-4C87-AB80-9B68D5098CD0},,,2020,6292144.941,12913.90591
54,2023,CA,CCO,KRN,BODFISH,23-33592,2023/07/19 00:00:00+00,2023/07/20 00:00:00+00,14,1,1,52.75753,,,{BC93D908-33C6-4BF5-BCB8-5177FE74CE83},,,2020,321188.9844,2453.604666
55,2023,CA,CCO,KRN,SCODIE,23-35185,2023/07/28 00:00:00+00,2023/07/31 00:00:00+00,14,1,1,20.61374,,,{A10277F3-E477-4299-8F4D-949B40FC1AAE},,,2020,126800.3203,4049.189388
56,2023,CA,CCO,KRN,BEALE,23-35614,2023/07/31 00:00:00+00,2023/08/01 00:00:00+00,14,1,1,60.6251,,,{3D3FDB10-B268-4392-8947-1999CAF57F0C},,,2020,368792.3945,3734.179741
57,2023,CA,CCO,KRN,HABERKERN,23-35677,2023/07/31 00:00:00+00,2023/08/01 00:00:00+00,14,1,1,34.74714,,,{40701B4A-C535-4B6A-936E-8AFE71047C03},,,2020,209238.9883,3222.649803
58,2023,CA,CCO,KRN,COMANCHE,23-35813,2023/08/01 00:00:00+00,2023/08/01 00:00:00+00,14,1,1,4.387525,,,,,,2020,26755.98828,786.5703308
59,2023,CA,CCO,KRN,EAST,23-35760,2023/08/01 00:00:00+00,2023/08/01 00:00:00+00,14,1,1,1291.166,,,{E3496E18-73E9-4C83-BA88-2A0805CC469E},,,2020,7899533.195,15390.52166
60,2023,CA,CCO,KRN,EDMONSTON,23-36091,2023/08/03 00:00:00+00,2023/08/04 00:00:00+00,14,1,1,14.59014,,,{3BDFED3A-E5DA-4D4C-84CE-765472D01A87},,,2020,88044.42188,1789.612775
61,2023,CA,CCO,KRN,ALMOND,23-36511,2023/08/06 00:00:00+00,2023/08/07 00:00:00+00,14,1,1,5228.871,,,{8BF47465-2934-439A-B5D2-36047256714F},,,2020,32043957.12,45656.06609
62,2023,CA,CCO,KRN,BOULEVARD,23-36217,2023/08/04 00:00:00+00,2023/08/07 00:00:00+00,14,1,1,89.46474,,,{5C095992-285B-4E6C-BECE-98F8C8352C18},,,2020,542043.4219,8956.07929
63,2023,CA,CCO,KRN,BRITE,23-37066,2023/08/09 00:00:00+00,2023/08/09 00:00:00+00,14,1,1,3.816716,,,{C6299ACC-E286-46A4-8392-EDCC4AFF337A},,,2020,23131.67578,712.3148402
64,2023,CA,CCO,KRN,GENERAL,23-37712,2023/08/13 00:00:00+00,2023/08/13 00:00:00+00,1,1,1,16.05068,,,{6D4E368F-7B30-4316-9CB2-077EFA6DD14B},,,2020,97481.03906,1702.39472
65,2023,CA,CCO,KRN,TROTTER,23-37821,2023/08/14 00:00:00+00,2023/08/17 00:00:00+00,14,1,1,52.54716,,,{5C9F8E96-A816-4A3C-9D0B-E2E06DA19D88},,,2020,318702.4023,4868.132912
66,2023,CA,CCO,KRN,GROVE,23-37846,2023/08/14 00:00:00+00,2023/08/14 00:00:00+00,14,1,1,4.713907,,,{E778E8BA-2671-4F47-8EFE-EF943B989AA7},,,2020,28567.82422,1609.346326
67,2023,CA,CCO,KRN,BLACKWELL,23-38706,2023/08/19 00:00:00+00,2023/08/19 00:00:00+00,1,1,1,34.64903,,,,,,2020,212358.3164,2262.750295
68,2023,CA,CCO,KRN,SEMI,23-39887,2023/08/27 00:00:00+00,2023/08/27 00:00:00+00,10,1,1,4.015996,,,,,,2020,24437.21094,825.4634468
69,2023,CA,CCO,KRN,DEN,23-40087,2023/08/28 00:00:00+00,2023/08/28 00:00:00+00,14,1,1,33.32077,,,{C59CE17C-F069-4646-8922-1ECA0149D8C1},,,2020,205300.0156,2251.139338
70,2023,CA,CCO,KRN,ROLLING,23-41929,2023/09/09 00:00:00+00,2023/09/09 00:00:00+00,14,1,1,7.908133,,,{E7CF5300-9B71-4F92-A473-EAFC9CC96242},,,2020,48110.35156,1631.93772
71,2023,CA,CCO,KRN,TULE,23-42016,2023/09/09 00:00:00+00,2023/09/10 00:00:00+00,14,1,1,7.309518,,,{A379318A-CF63-458B-BAC2-3825426D025E},,,2020,44897.99219,924.0046553
72,2023,CA,CCO,KRN,CALIENTE ,23-43040,2023/09/16 00:00:00+00,2023/09/17 00:00:00+00,14,1,1,55.02539,,,{6632FF31-80D4-4C28-9A79-7B7DD5C662A5},,,2020,334837.2266,3260.976917
73,2023,CA,CCO,KRN,FLAT,23-43755,2023/09/21 00:00:00+00,2023/09/21 00:00:00+00,14,1,1,10.37647,,,{8C0DEC8E-6ABE-43F3-9CB4-709F9BF85ADA},,,2020,63111.26172,1553.043777
74,2023,CA,CCO,KRN,TOWER ,23-43839,2023/09/22 00:00:00+00,2023/09/22 00:00:00+00,14,1,1,5.175606,,,{880D76D2-C731-4776-A10D-64D13D3C7E40},,,2020,31535.89844,1666.751888
75,2023,CA,CCO,KRN,POSO ,23-43936,2023/09/22 00:00:00+00,2023/09/22 00:00:00+00,14,1,1,5.002238,,,,,,2020,30675.01172,1041.266043
76,2023,CA,CCO,KRN,BLUE BARN ,23-44532,2023/09/26 00:00:00+00,2023/09/27 00:00:00+00,14,1,1,7.971368,,,{0DFB2415-2495-4F60-A8E4-B82F6CAEBF44},,,2020,48879.41016,1049.611246
77,2023,CA,CCO,KRN,CORNER,23-44583,2023/09/27 00:00:00+00,2023/09/27 00:00:00+00,14,1,1,6.430629,,,,,,2020,39461.25391,987.0435636
78,2023,CA,CCO,KRN,ROCK,23-44588,2023/09/27 00:00:00+00,2023/09/27 00:00:00+00,14,1,1,13.71712,Crew 10,,,,,2020,82917.83594,1781.110361
79,2023,CA,CCO,KRN,SKY,23-45999,2023/10/06 00:00:00+00,2023/10/06 00:00:00+00,14,1,1,4.440306,,,{44513543-1007-4350-93B0-79A41E38DE5D},,,2020,27030.42578,1277.931063
80,2023,CA,CCO,KRN,LIERLY,23-46196,2023/10/07 00:00:00+00,2023/10/07 00:00:00+00,14,1,1,3.030688,,,,,,2020,18364.57422,881.1876633
81,2023,CA,CCO,KRN,ANNETTE,23-47880,2023/10/18 00:00:00+00,2023/10/18 00:00:00+00,14,1,1,5.226628,,,,,,2020,32146.07422,860.3486968
82,2023,CA,CCO,KRN,CREEK,23-49122,2023/10/26 00:00:00+00,2023/10/26 00:00:00+00,14,1,1,6.315729,,,{8A0359A1-B813-4D5A-A8D5-8B8A71CC8877},,,2020,38482.625,850.9716783
83,2023,CA,CCO,KRN,SHERWOOD,23-49440,2023/10/28 00:00:00+00,2023/10/28 00:00:00+00,14,1,1,8.496378,,,{7239E5CC-0A48-456E-855D-9038A8AF7435},,,2020,52123.60547,1176.991439
84,2023,CA,CCO,KRN,CROCKER,23-49527,2023/10/29 00:00:00+00,2023/10/29 00:00:00+00,14,1,1,8.202892,,,{35623C45-C178-432E-92BC-7D1C3B6E02A1},,,2020,49831.30469,1154.948386
85,2023,CA,CCO,KRN,BRONZE,23-49619,2023/10/29 00:00:00+00,2023/10/29 00:00:00+00,14,1,1,5.487661,,,{86C611EC-6A8A-4994-95D1-CD54BEA04C06},,,2020,33676.47656,978.3950902
86,2023,CA,CCO,KRN,KERN,23-50199,2023/11/02 00:00:00+00,2023/11/02 00:00:00+00,14,1,1,16.76435,,,{77089C2E-8905-487C-B382-A421850529D8},,,2020,102302.5898,1533.5444
87,2023,CA,CCO,KRN,LINE,23-51193,2023/11/08 00:00:00+00,2023/11/08 00:00:00+00,14,1,1,86.2767,,,{F64B92B5-871B-4906-ACDB-82655FFE5663},,,2020,527799.0625,3885.537834
88,2023,CA,CCO,KRN,FIELD,23-51487,2023/11/10 00:00:00+00,2023/11/10 00:00:00+00,14,1,1,15.04139,,,{A7AABAEF-4DE5-4362-B8F3-87952820E4A3},,,2020,92238.10547,1413.351239
89,2023,CA,CCO,KRN,FANO,23-21349,2023/05/11 00:00:00+00,2023/05/11 00:00:00+00,14,6,1,3.00047,,,{2365547B-5F2C-4A37-A299-B5456E6FE3C7},,,2020,46223.17578,1389.531203
90,2023,CA,CCO,KRN,FANO 2,23-53238,2023/11/21 00:00:00+00,2023/11/21 00:00:00+00,14,1,1,3.433622,,,{B2275F14-C885-40A8-9733-912653A975FC},,,2020,21001.19531,568.7884946
91,2023,CA,CCO,KRN,FRONT,23-46180,2023/10/07 00:00:00+00,2023/10/07 00:00:00+00,14,1,1,7.258909,,,{5938DB22-02DA-444C-85EB-6C285D19E7BD},,,2020,44394.96875,1535.679784
92,2023,CA,CCO,KRN,HOLLOW,23-47784,2023/10/18 00:00:00+00,2023/10/18 00:00:00+00,14,1,1,13.32836,,,{712763BA-65AA-4524-B697-68714844620B},,,2020,81629.73047,1303.981655
93,2023,CA,CCO,SBC,PLANT,11307,2023/08/19 00:00:00+00,2023/08/31 00:00:00+00,11,3,1,5761.521,FIRIS INTEL 12,,{B31604C4-AC56-47F4-85A8-222B39107AC5},,,2020,34771286.98,52880.15076
94,2023,CA,CCO,SBC,SUN,15577,2023/11/09 00:00:00+00,2023/11/13 00:00:00+00,2,3,1,211.192,FIRIS INTEL 24,,{53134DE6-AD4A-4843-9F35-3276E7106692},,,2020,1263209.254,6407.743677
95,2023,CA,CCO,SBC,GRADE,13773,2023/10/06 00:00:00+00,2023/10/07 00:00:00+00,10,1,1,95.66613,,,{42D25FFF-E9DE-4D2F-9B14-F112D6D3BF8D},,,2020,572195.2266,5628.224113
96,2023,CA,CDF,NEU,SCOTT,16726,2023/06/15 00:00:00+00,2023/06/15 00:00:00+00,14,1,1,94.27705,,,{40E88DAD-E4EC-4A26-A8FA-56CDB5557DBD},,,2020,729429.2852,4916.562531
97,2023,CA,CDF,NEU,PEOIRA,17574,2023/06/23 00:00:00+00,2023/06/23 00:00:00+00,14,1,1,58.00984,,,{10FD75CF-6514-4448-8FAE-5083F709B7DB},,,2020,392011.0938,2779.400656
98,2023,CA,CDF,NEU,SICARD,15137,2023/05/30 00:00:00+00,2023/05/30 00:00:00+00,11,1,1,13.73,,,{E56CA576-CBD5-486D-8DC7-1F88691EAEC},,,2020,91543.41406,1820.06845
99,2023,CA,CCO,KRN,TULE 2,23-55247,2023/12/03 00:00:00+00,2023/12/03 00:00:00+00,14,1,1,3.12156, ,,,,,2020,18763.00781,975.0705678
100,2023,CA,CCO,KRN,RANCHO,23-55468,2023/12/04 00:00:00+00,2023/12/04 00:00:00+00,14,1,1,2.2649, ,,{AD1383E2-9B3F-4291-991A-2862F13A450B},,,2020,13228,666.5913206
101,2023,CA,CCO,KRN,PINE,23-57131,2023/12/15 00:00:00+00,2023/12/16 00:00:00+00,14,1,1,169.973,Crew 11,,{BE702B12-1EFB-4F22-82BA-D20CD47B29C1},,,2020,1041987.031,5519.316141
102,2023,CA,CDF,MMU,WHISKEY,14460,2023/07/03 00:00:00+00,2023/07/03 00:00:00+00,2,1,1,83,,,{8430364A-761D-4B52-88B9-DE5B8AE4C36F},,,2020,528590.0625,3723.288001
103,2023,CA,CDF,BEU,WILLIAMS,4739,2023/08/13 00:00:00+00,2023/08/16 00:00:00+00,9,7,1,4.5,,,{85F6F07A-0EAA-4057-97AE-DFDFEBA06CAF},,,2020,27820.04297,740.6788169
104,2023,CA,CCO,VNC,TRAIL,63257,2023/07/26 00:00:00+00,2023/07/27 00:00:00+00,14,3,1,1.655345,,,{1D0D7BB8-5E56-4EE8-A258-F566D3EF2EC4},,,2020,9795.050781,785.6992822
105,2023,CA,LRA,VNC,VILLANOVA,56809,2023/07/05 00:00:00+00,2023/07/06 00:00:00+00,14,1,1,13.01236,,,{97076C25-D533-478C-9D51-DD91615CD323},,,2020,77596.91016,1574.084649
106,2023,CA,CCO,VNC,SOUTH,105733,2023/12/09 00:00:00+00,2023/12/12 00:00:00+00,14,3,1,2715.4,"FIRIS flight 1100hrs
",,{4836B1E0-E9E7-4B89-8DFC-1D1029F53B72},,,2020,16143487.74,46856.17004
107,2023,CA,CDF,RRU,ROCK,116806,2023/08/09 00:00:00+00,2023/08/10 00:00:00+00,14,1,1,531.0221, ,,{CC12CC5A-906C-47FD-9F49-4F0BC4638BEF},,,2020,3125684.391,9266.773274
108,2023,CA,CDF,RRU,BONNY,109851,2023/07/26 00:00:00+00,2023/08/07 00:00:00+00,14,1,1,2323.106,Auto-generated by EGP-IRWIN,,{BD1CCE01-5E88-4ED7-A146-5FBBC6524C8F},,,2020,13545480.47,30310.04848
109,2023,CA,CDF,BEU,WILLIAMS,5844,2023/10/06 00:00:00+00,2023/10/09 00:00:00+00,9,7,1,53.9,,,{C70FCB87-A1D6-4BC6-A2B9-C82B7113B932},,,2020,334473.5117,4810.724899
110,2023,CA,LRA,NEU,TANWOODS,20208,2023/07/16 00:00:00+00,2023/07/16 00:00:00+00,14,4,1,9.532271,,,{6D04EE7F-EB5E-45EB-AFF3-BCE4ABCE1994},,,2020,63489.28906,1306.552597
111,2023,CA,LRA,NEU,FOOTHILLS,22526,2023/08/05 00:00:00+00,2023/08/05 00:00:00+00,14,1,1,25,,,{E110EF86-4554-4F3D-A292-E636EA6FEC36},,,2020,166830.6016,2057.586202
112,2023,CA,LRA,NEU,BREWER,19665,2023/07/11 00:00:00+00,2023/07/11 00:00:00+00,14,1,1,11.63,,,{D426CF14-A79F-43CA-B035-04158E4CB3AC},,,2020,72340.89063,1438.594124
113,2023,CA,LRA,NEU,ERIC,16161,2023/06/09 00:00:00+00,2023/06/09 00:00:00+00,14,1,1,44,,,{FF7142C6-CEE2-4236-A515-AF26A262FA96},,,2020,297833.75,3808.764007
114,2023,CA,CDF,NEU,SPENCEVILLE,21414,2023/07/26 00:00:00+00,2023/07/31 00:00:00+00,2,1,1,10.8,,,{F5E94680-A70F-4CA4-9D81-DAA20FA57E66},,,2020,71087.25,1270.332734
115,2023,CA,CDF,NEU,DOOLITTLE,21981,2023/07/31 00:00:00+00,2023/07/31 00:00:00+00,14,1,1,16.6,,,{A475E242-39EB-481A-ACC0-A8E4F26B46A5},,,2020,16168.75391,721.6105664
116,2023,CA,CDF,TCU,GANN,8603,2023/07/02 00:00:00+00,2023/07/02 00:00:00+00,14,1,1,106,,,{0B9F95C3-26E6-4F2F-8E94-653E5541E771},,,2020,689467.5195,5341.280421
117,2023,CA,CDF,MEU,HAZEL,10484,2023/08/29 00:00:00+00,2023/08/29 00:00:00+00,15,1,1,0.46,,,{D04DF791-457F-4A36-A8DD-7C1F340DEC96},,,2020,3168.898438,219.2832881
118,2023,CA,CDF,SLU,BITTER,12683,2023/08/15 00:00:00+00,2023/08/16 00:00:00+00,10,1,1,695.1143,,,{5DBB1F90-362D-4EAC-BED4-7B0B16D17FAD},,,2020,4249745.027,11155.58902
119,2023,CA,CDF,SLU,BEAR,15095,2023/09/26 00:00:00+00,2023/09/26 00:00:00+00,4,1,1,0.3076231,,,{4463778C-5163-45CE-BB63-79BB38FC5E24},,,2020,1873.503906,190.5231008
120,2023,CA,CDF,SLU,HILL,16517,2023/10/21 00:00:00+00,2023/10/21 00:00:00+00,10,1,1,6.247237,,,{77D0E418-0CBA-459D-BED6-34D1D299137E},,,2020,38117.00391,853.7018552
121,2023,CA,CDF,SLU,ESTRELLA,8889,2023/06/10 00:00:00+00,2023/06/10 00:00:00+00,3,1,1,1.184759,,,{C8117C94-9A64-47AD-A9F7-87FECB56D5F2},,,2020,7278.503906,386.2766137
122,2023,CA,CDF,SLU,GREEN,15639,2023/10/06 00:00:00+00,2023/10/09 00:00:00+00,11,1,1,247.2606,,,{1B99CEDB-D855-47F4-960F-A154D95E7C5D},,,2020,1514331.992,6555.816896
123,2023,CA,CDF,SLU,SHORES,13684,2023/09/01 00:00:00+00,2023/09/01 00:00:00+00,2,1,1,14.83849,,,{31F00451-92F1-4356-AEE2-EB85A7521161},,,2020,91436.52734,1464.358979
